First_name,Surname,Height,Weight,Armspan,Wins,Losses,Draws,Total_Fights,Win_Percentage
Nik,Lentz,68,155,68,30,10,2,42,0.738095238
Brock,Lesnar,75,265,81,5,3,0,8,0.625
Valerie,Letourneau,67,115,68,8,6,0,14,0.571428571
Leah,Letson,67,145,71,5,2,0,7,0.714285714
Marcus,LeVesseur,69,155,70,22,7,0,29,0.75862069
Derrick,Lewis,75,260,79,21,7,0,28,0.75
Bevon,Lewis,75,185,79,6,2,0,8,0.75
Jingliang,Li,72,170,71,17,5,0,22,0.772727273
Jess,Liaudin,69,170,72,19,11,0,30,0.633333333
Chuck,Liddell,74,205,76,21,8,0,29,0.724137931
Hyun Gyu,Lim,75,170,77,13,7,1,21,0.642857143
Juliana,Lima,65,115,65,9,5,0,14,0.642857143
Dhiego,Lima,74,170,75,17,7,0,24,0.708333333
Matt,Lindland,72,185,74,22,9,0,31,0.709677419
Jake,Lindsey,71,155,71,9,3,0,12,0.75
John,Lineker,63,135,67,31,9,0,40,0.775
Ariane,Lipski,63,125,67,11,5,0,16,0.6875
Dean,Lister,73,185,75,11,7,0,18,0.611111111
Abner,Lloveras,71,155,71,19,8,1,28,0.696428571
Artem,Lobov,69,145,65,14,15,1,30,0.483333333
Dylan,Lockard,69,145,72,6,1,0,7,0.857142857
Christian,Lohsen,74,155,77,7,1,0,8,0.875
David,Loiseau,72,185,76,20,10,0,30,0.666666667
Hector,Lombard,69,185,71,34,10,1,45,0.766666667
Michael,Lombardo,72,185,72,8,1,0,9,0.888888889
Dileno,Lopes,65,135,65,19,3,0,22,0.863636364
Matthew,Lopez,67,135,69,10,4,0,14,0.714285714
Benito,Lopez,70,135,73,10,1,0,11,0.909090909
Brendan,Loughnane,70,145,70,16,4,0,20,0.8
Joe,Lowry,70,155,72,8,1,0,9,0.888888889
Duane,Ludwig,70,170,70,29,14,0,43,0.674418605
Dalcha,Lungiambula,68,205,76,10,1,0,11,0.909090909
Vicente,Luque,71,170,75,17,6,1,24,0.729166667
Travis,Lutter,71,185,75,10,6,0,16,0.625
Zhenhong,Lv,68,145,67,18,6,0,24,0.75
Chris,Lytle,71,170,68,31,18,5,54,0.62037037
Dong Hyun,Ma,71,155,70,16,10,3,29,0.603448276
William,Patolino,71,170,75,8,3,0,11,0.727272727
Jason,MacDonald,75,185,80,26,16,0,42,0.619047619
Rob,MacDonald,75,205,78,5,4,0,9,0.555555556
Rory,MacDonald,72,170,76,18,4,0,22,0.818181818
Ryan,MacDonald,71,135,71,10,2,0,12,0.833333333
Veronica,Macedo,64,125,64,6,3,1,10,0.65
Lyoto,Machida,73,185,74,24,8,0,32,0.75
Reza,Madadi,71,155,72,14,6,0,20,0.7
Don,Madge,72,155,72,9,3,1,13,0.730769231
Jon,Madsen,72,240,72,7,1,0,8,0.875
Mark,Madsen,68,155,72,9,0,0,9,1
Yoshiro,Maeda,67,139,68,28,12,2,42,0.69047619
Leonardo,Mafra,70,155,70,12,3,0,15,0.8
Vinny,Magalhaes,75,205,79,11,7,0,18,0.611111111
Caio,Magalhaes,73,185,73,9,3,0,12,0.75
Bernardo,Magalhaes,69,155,65,11,3,0,14,0.785714286
Angela,Magana,61,115,65,11,9,0,20,0.55
Neil,Magny,75,170,80,21,8,0,29,0.724137931
Rashid,Magomedov,69,155,70,20,2,0,22,0.909090909
Ruslan,Magomedov,75,242,78,14,1,0,15,0.933333333
Zabit,Magomedsharipov,73,145,73,17,1,0,18,0.944444444
John,Maguire,69,155,69,18,6,0,24,0.75
Demian,Maia,73,170,72,27,9,0,36,0.75
Jennifer,Maia,64,125,64,17,5,1,23,0.760869565
Levan,Makashvili,68,145,68,10,2,1,13,0.807692308
John,Makdessi,68,155,68,17,6,0,23,0.739130435
Islam,Makhachev,70,155,70,18,1,0,19,0.947368421
Zach,Makovsky,64,125,64,19,8,0,27,0.703703704
Fabio,Maldonado,73,205,75,22,9,0,31,0.709677419
Bea,Malecki,69,135,74,3,0,0,3,1
Nazareno,Malegarie,68,155,70,28,5,0,33,0.848484848
Jon,Manley,73,170,75,7,3,0,10,0.7
Jimi,Manuwa,73,205,79,17,6,0,23,0.739130435
Cristiano,Marcello,69,155,72,13,6,0,19,0.684210526
Marcos,Mariano,73,155,76,6,6,0,12,0.5
Enrique,Marin,70,170,74,9,4,0,13,0.692307692
Ronny,Markes,73,185,75,14,3,0,17,0.823529412
Rory,Markham,72,170,71,16,6,0,22,0.727272727
Randa,Markos,64,115,63,9,8,1,18,0.527777778
Christina,Marks,67,125,69,8,9,0,17,0.470588235
Nate,Marquardt,72,185,74,38,19,2,59,0.661016949
Julian,Marquez,74,185,75,7,2,0,9,0.777777778
Carmelo,Marrero,72,205,73,14,5,0,19,0.736842105
Eliot,Marshall,74,205,77,10,4,0,14,0.714285714
Jack,Marshman,72,185,73,23,9,0,32,0.71875
Terry,Martin,68,185,71,22,9,0,31,0.709677419
Anthony Rocco,Martin,72,170,73,16,5,0,21,0.761904762
Mallory,Martin,64,115,63,4,2,0,6,0.666666667
Danny,Martinez,66,125,67,18,7,0,25,0.72
Henry,Martinez,67,155,68,9,3,0,12,0.75
Jonathan,Martinez,68,135,70,11,2,0,13,0.846153846
Adriano,Martins,70,155,72,28,9,0,37,0.756756757
Lucas,Martins,72,145,72,16,3,0,19,0.842105263
Bristol,Marunde,73,170,71,12,9,0,21,0.571428571
Mike,Massenzio,74,185,73,13,6,0,19,0.684210526
Jameel,Massouh,70,145,72,26,9,0,35,0.742857143
Tiffany,Masters,63,115,65,2,1,0,3,0.666666667
Jorge,Masvidal,71,170,74,34,13,0,47,0.723404255
Tateki,Matsuda,67,125,65,10,7,0,17,0.588235294
Jake,Matthews,71,170,73,15,4,0,19,0.789473684
Vladimir,Matyushenko,72,205,74,26,7,0,33,0.787878788
Jack,May,80,255,79,7,2,0,9,0.777777778
Don'Tale,Mayes,78,260,81,7,2,0,9,0.777777778
Gray,Maynard,69,155,70,14,8,1,23,0.630434783
Gina,Mazany,66,135,68,5,3,0,8,0.625
Sabina,Mazo,67,125,70,7,1,0,8,0.875
Michael,McBride,73,155,75,8,3,0,11,0.727272727
Ian,McCall,65,125,64,13,5,1,19,0.710526316
Molly,McCann,64,125,62,10,2,0,12,0.833333333
Charles,McCarthy,70,185,71,10,5,0,15,0.666666667
Sean,McCorkle,79,265,81,13,2,0,15,0.866666667
Kris,McCray,72,170,76,6,3,0,9,0.666666667
Tamdan,McCrory,76,185,78,14,5,0,19,0.736842105
Rob,McCullough,69,155,69,19,8,0,27,0.703703704
Justin,McCully,73,225,73,10,5,2,17,0.647058824
Bubba,McDaniel,75,185,75,21,8,0,29,0.724137931
Michael,McDonald,69,135,70,17,4,0,21,0.80952381
Drew,McFedries,72,185,72,10,6,0,16,0.625
Court,McGee,71,170,75,20,9,0,29,0.689655172
Conor,McGregor,69,155,74,21,4,0,25,0.84
Tim,McKenzie,72,185,74,13,8,0,21,0.619047619
Cody,McKenzie,72,155,72,14,4,0,18,0.777777778
Terrance,McKinney,71,145,74,7,1,0,8,0.875
Garreth,McLellan,73,185,72,13,6,0,19,0.684210526
Sara,McMann,66,135,66,11,5,0,16,0.6875
James,McSweeney,76,230,77,6,9,0,15,0.4
Tim,Means,74,170,75,28,11,1,40,0.7125
Yancy,Medeiros,70,155,75,15,6,0,21,0.714285714
Alton,Meeks,77,265,75,3,1,0,4,0.75
Gerald,Meerschaert,73,185,77,29,12,0,41,0.707317073
Jordan,Mein,72,170,73,31,12,0,43,0.720930233
Brian,Melancon,68,170,72,7,3,0,10,0.7
Gilbert,Melendez,69,145,73,22,8,0,30,0.733333333
Vanessa,Melo,65,135,65,9,6,0,15,0.6
Antonio,Mendes,75,205,77,17,10,0,27,0.62962963
Chad,Mendes,66,145,66,18,5,0,23,0.782608696
Augusto,Mendes,66,135,65,6,2,0,8,0.75
Eddie,Mendez,70,185,76,7,2,1,10,0.75
Pietro,Menga,67,125,68,13,0,0,13,1
Alonzo,Menifield,72,205,76,9,0,0,9,1
Ivan,Menjivar,66,145,64,25,12,0,37,0.675675676
Joe,Merritt,72,170,73,6,1,0,7,0.857142857
Jonathan,Meunier,75,170,75,8,1,0,9,0.888888889
Yaotzin,Meza,69,145,74,21,11,0,32,0.65625
David,Michaud,69,155,72,8,2,0,10,0.8
Zachary,Micklewright,72,155,74,11,3,0,14,0.785714286
Bojan,Mihajlovic,71,205,73,10,6,0,16,0.625
Curtis,Millender,74,170,76,17,5,0,22,0.772727273
Jason,Miller,73,185,72,34,10,0,44,0.772727273
Dan,Miller,73,185,74,14,8,0,22,0.636363636
Jim,Miller,68,155,71,31,13,0,44,0.704545455
Cole,Miller,73,145,74,21,11,0,32,0.65625
Che,Mills,73,170,76,15,5,0,20,0.75
Adam,Milstead,75,205,76,8,3,0,11,0.727272727
Alberto,Mina,72,170,77,13,1,0,14,0.928571429
Darrick,Minner,67,145,70,22,9,0,31,0.709677419
Stipe,Miocic,76,240,80,19,3,0,22,0.863636364
Frank,Mir,75,264,79,18,11,0,29,0.620689655
Mario,Miranda,75,185,74,12,3,0,15,0.8
Vitor,Miranda,73,185,77,13,7,0,20,0.65
David,Mitchell,72,170,76,12,4,0,16,0.75
Danny,Mitchell,74,170,74,14,6,1,21,0.69047619
Matt,Mitrione,75,265,79,9,5,0,14,0.642857143
Hiromitsu,Miura,69,170,71,9,6,0,15,0.6
Takeya,Mizugaki,67,135,68,21,11,2,34,0.647058824
Roxanne,Modafferi,67,125,69,23,17,0,40,0.575
Bobby,Moffett,70,145,73,14,5,0,19,0.736842105
Nate,Mohr,69,155,72,9,7,0,16,0.5625
Thiago,Moises,69,155,70,12,4,0,16,0.75
Ashkan,Mokhtarian,66,125,67,13,3,0,16,0.8125
Suman,Mokhtarian,70,145,67,8,1,0,9,0.888888889
Jeff,Monson,69,247,74,43,12,1,56,0.776785714
Darrell,Montague,66,125,67,13,5,0,18,0.722222222
Augusto,Montano,73,170,73,15,3,0,18,0.833333333
Erick,Montano,72,170,73,8,5,0,13,0.615384615
Nicco,Montano,65,135,65,5,3,0,8,0.625
Steve,Montgomery,76,185,75,8,4,0,12,0.666666667
James,Moontasri,70,170,71,9,5,0,14,0.642857143
Todd,Moore,69,170,71,14,5,0,19,0.736842105
Sergio,Moraes,72,170,72,14,6,1,21,0.69047619
Marlon,Moraes,66,135,67,22,6,1,29,0.775862069
Sheymon,Moraes,68,145,72,11,4,0,15,0.733333333
John,Moraga,66,125,66,19,7,0,26,0.730769231
Leonardo,Morales,68,135,68,5,2,0,7,0.714285714
Albert,Morales,69,135,72,7,4,1,12,0.625
Joseph,Morales,66,125,69,9,2,0,11,0.818181818
Vince,Morales,67,135,70,9,4,0,13,0.692307692
Sarah,Moras,67,135,67,6,6,0,12,0.5
Christian,Morecraft,78,260,81,7,3,0,10,0.7
Richardson,Moreira,74,185,72,7,4,0,11,0.636363636
Vinicius,Moreira,76,205,76,9,4,0,13,0.692307692
Brandon,Moreno,67,125,70,15,5,1,21,0.738095238
Dan,Moret,72,155,73,13,6,0,19,0.684210526
Peggy,Morgan,73,135,70,2,1,0,3,0.666666667
Alex,Morono,71,170,72,17,5,0,22,0.772727273
Maryna,Moroz,67,125,67,9,3,0,12,0.75
Gegard,Mousasi,74,185,76,42,6,2,50,0.86
Jamie,Moyle,61,115,65,4,3,0,7,0.571428571
Su,Mudaerji,68,135,72,11,4,0,15,0.733333333
Lauren,Mueller,65,125,67,5,3,0,8,0.625
Belal,Muhammad,71,170,72,16,3,0,19,0.842105263
Quinn,Mulhern,75,155,76,18,4,0,22,0.818181818
James,Mulheron,70,243,73,11,2,0,13,0.846153846
Jamie,Mullarkey,72,155,74,12,3,0,15,0.8
Pedro,Munhoz,66,135,65,18,4,0,22,0.818181818
Mark,Munoz,72,185,72,14,6,0,20,0.7
Makhmud,Muradov,74,185,75,23,6,0,29,0.793103448
Vince,Murdock,66,145,66,12,3,0,15,0.8
Lauren,Murphy,65,125,67,11,4,0,15,0.733333333
Lerone,Murphy,69,145,73,8,0,1,9,0.944444444
Khalid,Murtazaliev,72,185,76,14,2,0,16,0.875
Nico,Musoke,72,170,75,13,5,0,18,0.722222222
Magomed,Mustafaev,68,155,71,14,2,0,16,0.875
Elvis,Mutapcic,72,185,72,15,5,1,21,0.738095238
Rin,Nakai,61,135,60,16,2,1,19,0.868421053
Kazuhiro,Nakamura,71,205,70,15,11,0,26,0.576923077
Keita,Nakamura,71,170,73,34,10,2,46,0.760869565
Yui Chul,Nam,69,145,69,18,6,1,25,0.74
Tyson,Nam,67,125,68,18,10,1,29,0.637931034
Rose,Namajunas,65,115,65,9,4,0,13,0.692307692
Nad,Narimani,68,145,70,12,3,0,15,0.8
Roger,Narvaez,75,185,79,7,2,0,9,0.777777778
Bobby,Nash,72,170,74,8,4,0,12,0.666666667
Rafael,Natal,72,185,76,21,9,1,31,0.693548387
Ismail,Naurdiev,70,170,74,19,3,0,22,0.863636364
Geoff,Neal,71,170,75,12,2,0,14,0.857142857
Stanislav,Nedkov,71,205,71,12,2,0,14,0.857142857
Josh,Neer,71,170,72,33,13,1,47,0.712765957
Nicolae,Negumereanu,72,205,78,9,1,0,10,0.9
Shane,Nelson,69,155,70,15,5,0,20,0.75
Roy,Nelson,72,263,72,23,14,0,37,0.621621622
Gunnar,Nelson,71,170,72,17,5,1,23,0.760869565
Kyle,Nelson,71,155,71,13,3,0,16,0.8125
Antonio Braga,Neto,75,185,77,9,3,0,12,0.75
Nick,Newell,70,155,74,14,1,0,15,0.933333333
Journey,Newson,65,135,67,9,2,0,11,0.818181818
Francis,Ngannou,76,250,83,14,3,0,17,0.823529412
Ben,Nguyen,65,125,65,17,8,0,25,0.68
Alex,Nicholson,76,185,81,7,4,0,11,0.636363636
Matheus,Nicolau,66,125,66,13,3,1,17,0.794117647
Tom,Niinimaki,69,145,69,21,8,1,30,0.716666667
Ramsey,Nijem,71,155,75,10,6,0,16,0.625
Mats,Nilsson,73,170,74,11,4,1,16,0.71875
Ning,Guangyou,64,145,64,6,4,1,11,0.590909091
Anthony,Njokuani,73,155,75,16,9,0,25,0.64
Minotauro,Nogueira,75,240,77,34,10,1,45,0.766666667
Rogerio,Nogueira,74,205,75,23,9,0,32,0.71875
Kyle,Noke,73,170,76,22,10,1,33,0.681818182
KJ,Noons,70,155,72,12,8,0,20,0.6
Sage,Northcutt,72,170,71,11,2,0,13,0.846153846
Jason,Novelli,72,155,75,11,3,1,15,0.766666667
Phillipe,Nover,69,145,72,12,8,1,21,0.595238095
Diego,Nunes,66,145,67,18,4,0,22,0.818181818
Amanda,Nunes,68,135,69,18,4,0,22,0.818181818
Khabib,Nurmagomedov,70,155,70,28,0,0,28,1
Said,Nurmagomedov,68,135,70,13,1,0,14,0.928571429
Kennedy,Nzechukwu,77,205,83,7,1,0,8,0.875
Jake,O'Brien,75,205,76,13,4,0,17,0.764705882
Sean,O'Connell,73,205,74,17,9,0,26,0.653846154
Sean,O'Malley,71,135,72,10,0,0,10,1
Brendan,O'Reilly,67,170,69,6,3,0,9,0.666666667
Christian,Ocon,68,135,69,4,1,0,5,0.8
Richard,Odoms,77,265,82,8,1,0,9,0.888888889
Volkan,Oezdemir,74,205,75,16,4,0,20,0.8
Andy,Ogle,68,145,69,9,6,0,15,0.6
Yushin,Okami,74,170,75,35,12,0,47,0.744680851
JJ,Okanovich,71,155,76,6,1,0,7,0.857142857
Aleksei,Oleinik,74,240,80,57,13,1,71,0.809859155
Michal,Oleksiejczuk,72,205,74,14,3,0,17,0.823529412
Rafaello,Oliveira,68,155,71,15,7,0,22,0.681818182
Charles,Oliveira,70,155,74,27,8,0,35,0.771428571
Ednaldo,Oliveira,77,205,79,13,2,1,16,0.84375
Alex,Oliveira,71,170,76,19,8,1,28,0.696428571
Wendell,Oliveira,70,170,72,24,9,0,33,0.727272727
Felipe,Olivieri,69,155,72,14,5,0,19,0.736842105
Cameron,Olson,73,205,75,7,3,0,10,0.7
Alan,Omer,70,145,71,18,5,0,23,0.782608696
Daniel,Omielanczuk,72,247,74,19,8,1,28,0.696428571
Michihiro,Omigawa,66,145,68,13,13,1,27,0.5
Chibwikem,Onyenegecha-Palmer,75,185,76,6,0,0,6,1
Brian,Ortega,68,145,69,14,1,0,15,0.933333333
Tito,Ortiz,75,205,74,17,11,1,29,0.603448276
Dustin,Ortiz,65,125,65,19,8,0,27,0.703703704
Kenji,Osawa,67,135,66,18,10,2,30,0.633333333
Ode,Osbourne,67,135,73,7,2,0,9,0.777777778
Nick,Osipczak,74,170,76,5,3,0,8,0.625
Rachael,Ostovich,63,125,62,4,5,0,9,0.444444444
Zak,Ottow,71,170,72,17,7,0,24,0.708333333
Sidney,Outlaw,68,170,74,8,4,0,12,0.666666667
Alistair,Overeem,76,265,80,45,17,0,62,0.725806452
Alptekin,Ozkilic,65,125,65,9,4,0,13,0.692307692
Nick,Pace,67,135,68,6,3,0,9,0.666666667
Larissa,Pacheco,67,135,69,10,2,0,12,0.833333333
Teemu,Packalen,73,155,75,8,3,0,11,0.727272727
Damacio,Page,66,135,66,12,8,0,20,0.6
Dustin,Pague,69,135,74,11,10,0,21,0.523809524
Raulian,Paiva,68,125,69,18,3,0,21,0.857142857
Fredson,Paixao,66,145,66,10,4,0,14,0.714285714
Bart,Palaszewski,69,145,70,35,17,0,52,0.673076923
Soa,Palelei,76,265,81,22,5,0,27,0.814814815
Rousimar,Palhares,68,170,71,24,5,0,29,0.827586207
Alexandre,Pantoja,65,125,67,21,4,0,25,0.84
Jared,Papazian,68,135,67,14,9,0,23,0.608695652
Karo,Parisyan,70,170,72,19,8,0,27,0.703703704
Jun Yong,Park,70,185,73,10,4,0,14,0.714285714
Harvey,Park,72,155,70,12,2,0,14,0.857142857
Norman,Parke,71,155,70,22,5,1,28,0.803571429
Claude,Patrick,71,170,75,14,2,0,16,0.875
Alan,Patrick,71,155,74,15,2,0,17,0.882352941
Sergei,Pavlovich,75,257,84,13,1,0,14,0.928571429
Pawel,Pawlak,72,170,73,11,2,0,13,0.846153846
Estevan,Payan,70,145,72,14,6,0,20,0.7
Jonathan,Pearce,72,155,71,9,4,0,13,0.692307692
Ross,Pearson,68,155,69,22,16,0,38,0.578947368
Carlo,Pedersoli,71,170,75,11,3,0,14,0.785714286
Tyson,Pedro,75,205,79,7,3,0,10,0.7
Filip,Pejic,68,135,70,10,2,1,13,0.807692308
Kurt,Pellegrino,68,155,70,16,6,0,22,0.727272727
Julianna,Pena,66,135,69,10,3,0,13,0.769230769
Luis,Pena,75,155,75,7,2,0,9,0.777777778
Cathal,Pendred,73,170,75,17,5,1,23,0.760869565
BJ,Penn,69,155,70,16,14,2,32,0.53125
Jessica,Penne,65,115,67,12,6,0,18,0.666666667
Nick,Penner,76,205,77,12,3,0,15,0.8
Raquel,Pennington,67,135,67,10,8,0,18,0.555555556
Godofredo,Pepey,67,145,73,14,6,0,20,0.7
Robert,Peralta,68,145,71,18,6,0,24,0.75
Viviane,Pereira,61,115,63,13,2,0,15,0.866666667
Michel,Pereira,73,170,73,23,10,0,33,0.696969697
Erik,Perez,68,135,68,17,6,0,23,0.739130435
Alejandro,Perez,66,135,67,22,8,1,31,0.725806452
Frankie,Perez,71,155,73,10,4,0,14,0.714285714
Alex,Perez,66,135,65,22,5,0,27,0.814814815
Markus,Perez,73,185,73,11,2,0,13,0.846153846
Anthony,Perosh,75,205,75,15,10,0,25,0.6
Thiago,Perpetuo,70,170,71,9,4,1,14,0.678571429
Hernani,Perpetuo,72,170,74,17,5,0,22,0.772727273
Jason,Perrin,67,135,69,8,3,0,11,0.727272727
Mike,Perry,70,170,71,13,5,0,18,0.722222222
Raphael,Pessoa,75,262,78,9,1,0,10,0.9
Viktor,Pesta,75,240,77,10,4,0,14,0.714285714
Steven,Peterson,70,145,70,18,9,0,27,0.666666667
Seth,Petruzelli,72,205,76,14,6,0,20,0.7
Peter,Petties,71,145,72,5,3,0,8,0.625
Anthony,Pettis,70,170,72,22,9,0,31,0.709677419
Sergio,Pettis,66,125,69,18,5,0,23,0.782608696
Forrest,Petz,69,170,71,24,9,0,33,0.727272727
Cody,Pfister,70,155,73,12,6,1,19,0.657894737
Nam,Phan,66,135,70,18,14,0,32,0.5625
Costas,Philippou,71,185,73,13,5,0,18,0.722222222
Aaron,Phillips,69,135,70,8,2,0,10,0.8
Elizabeth,Phillips,66,135,65,5,4,0,9,0.555555556
John,Phillips,71,185,75,22,9,0,31,0.709677419
Vinc,Pichel,70,155,72,12,2,0,14,0.857142857
Brad,Pickett,66,135,68,26,14,0,40,0.65
Jamie,Pickett,74,185,80,9,3,0,12,0.75
Oskar,Piechota,72,185,76,11,2,1,14,0.821428571
Mike,Pierce,68,170,70,17,7,0,24,0.708333333
Sean,Pierson,72,170,76,14,6,0,20,0.7
Domingo,Pilarte,72,135,73,8,2,0,10,0.8
Daniel,Pineda,67,145,69,18,11,0,29,0.620689655
Liu,Pingyuan,66,135,72,13,6,0,19,0.684210526
Maki,Pitolo,70,170,75,12,5,0,17,0.705882353
Jamal,Pogues,75,205,77,6,2,0,8,0.75
Dustin,Poirier,69,155,72,25,6,0,31,0.806451613
Igor,Pokrajac,72,205,76,28,13,0,41,0.682926829
Santiago,Ponzinibbio,72,170,73,28,3,0,31,0.903225806
Grigorii,Popov,67,135,68,13,2,0,15,0.866666667
Callan,Potter,72,170,72,18,8,0,26,0.692307692
Ruan,Potts,74,247,75,8,4,0,12,0.666666667
Devin,Powell,72,155,73,9,4,0,13,0.692307692
Marcin,Prachnio,75,205,74,13,4,0,17,0.764705882
Wagner,Prado,72,205,74,8,2,0,10,0.8
Trevor,Prangley,73,185,75,23,8,1,32,0.734375
Ricardo,Prasel,79,238,78,10,1,0,11,0.909090909
Carlo,Prater,71,155,72,30,12,1,43,0.709302326
Michel,Prazeres,66,170,67,26,3,0,29,0.896551724
Kyle,Prepolec,70,170,70,12,7,0,19,0.631578947
Niko,Price,72,170,76,14,3,0,17,0.823529412
Lara,Procopio,64,135,67,6,1,0,7,0.857142857
Joe,Proctor,70,155,72,11,5,0,16,0.6875
Cole,Province,69,145,68,6,2,0,8,0.75
Lucie,Pudilova,68,125,67,8,5,0,13,0.615384615
Claudio,Puelles,71,155,72,10,2,0,12,0.833333333
Juan,Puig,69,145,72,11,4,0,15,0.733333333
Jens,Pulver,67,145,70,25,15,1,41,0.62195122
Mike,Pyle,72,170,74,27,14,1,42,0.654761905
Nate,Quarry,72,185,72,12,4,0,16,0.75
Jimmy,Quinlan,72,185,72,3,1,1,5,0.7
Michel,Quinones,70,155,73,8,3,0,11,0.727272727
Jose,Quinonez,68,135,69,9,3,0,12,0.75
Ricky,Rainey,73,170,77,13,6,0,19,0.684210526
Aleksandar,Rakic,76,205,78,12,1,0,13,0.923076923
Jessica,Rakoczy,67,115,68,2,5,0,7,0.285714286
Ricardo,Ramos,66,135,69,13,2,0,15,0.866666667
Davi,Ramos,66,155,70,10,3,0,13,0.769230769
Vernon,Ramos,66,170,72,3,2,0,5,0.6
Ed,Ratcliff,70,155,71,7,3,0,10,0.7
Bec,Rawlings,66,125,64,7,8,0,15,0.466666667
Stevie,Ray,70,155,70,22,9,0,31,0.709677419
Abdul,Razak Alhassan,70,170,73,10,1,0,11,0.909090909
Rafael,Rebello,65,135,67,7,4,0,11,0.636363636
Greg,Rebello,72,240,73,24,8,0,32,0.75
Paul,Redmond,70,145,70,10,6,0,16,0.625
Karl,Reed,75,205,78,6,1,0,7,0.857142857
Stephen,Regman,71,185,76,9,3,0,12,0.75
Wilson,Reis,64,125,65,23,10,0,33,0.696969697
Goran,Reljic,75,205,81,9,3,0,12,0.75
Chance,Rencountre,74,170,75,14,3,0,17,0.823529412
Marion,Reneau,66,135,68,9,5,1,15,0.633333333
Polo,Reyes,71,155,71,8,8,0,16,0.5
Dominick,Reyes,76,205,77,12,0,0,12,1
Alex,Reyes,71,170,73,13,3,0,16,0.8125
Victor,Reyna,71,170,73,10,3,0,13,0.769230769
Mike,Rhodes,73,170,74,6,4,0,10,0.6
