First_name,Surname,Height,Weight,Armspan,Wins,Losses,Draws,Total_Fights,Win_Percentage
Amanda,Ribas,63,115,66,8,1,0,9,0.888888889
Mike,Ricci,72,155,77,9,4,0,13,0.692307692
Alessandro,Ricci,71,155,69,10,5,0,15,0.666666667
Brad,Riddell,67,155,71,7,1,0,8,0.875
Matthew,Riddle,73,170,74,7,3,0,10,0.7
Joe,Riggs,72,185,70,41,17,0,58,0.706896552
Aaron,Riley,68,155,69,29,14,1,44,0.670454545
Jordan,Rinaldi,70,145,72,14,7,0,21,0.666666667
Nick,Ring,72,185,74,13,3,0,16,0.8125
Mike,Rio,70,155,71,9,4,0,13,0.692307692
Diego,Rivas,68,145,69,7,2,0,9,0.777777778
Jorge,Rivera,73,185,73,19,9,0,28,0.678571429
Francisco,Rivera,68,135,68,11,7,0,18,0.611111111
Jimmie,Rivera,64,135,68,22,4,0,26,0.846153846
Kali,Robbins,63,115,63,6,2,0,8,0.75
Karl,Roberson,73,185,74,8,2,0,10,0.8
Daniel,Roberts,70,170,74,12,4,0,16,0.75
Danny,Roberts,73,170,74,16,5,0,21,0.761904762
Roosevelt,Roberts,73,155,74,8,1,0,9,0.888888889
Kenny,Robertson,70,170,74,15,5,0,20,0.75
Gillian,Robertson,65,125,63,7,4,0,11,0.636363636
Alvin,Robinson,69,155,68,12,6,0,18,0.666666667
Vagner,Rocha,70,155,73,11,4,0,15,0.733333333
Carlos Eduardo,Rocha,70,170,70,9,2,0,11,0.818181818
Luke,Rockhold,75,205,77,16,5,0,21,0.761904762
Bruno,Korea,66,135,65,4,2,0,6,0.666666667
Manuel,Rodriguez,69,170,68,10,4,0,14,0.714285714
Yair,Rodriguez,71,145,71,13,2,0,15,0.866666667
Mike,Rodriguez,76,205,82,10,3,0,13,0.769230769
Marina,Rodriguez,66,115,65,12,0,1,13,0.961538462
Daniel,Rodriguez,73,170,75,8,1,0,9,0.888888889
Ray,Rodriguez,67,135,69,15,5,0,20,0.75
Nick,Roehrick,74,205,75,7,1,0,8,0.875
Marcos,Rogerio de Lima,73,253,75,16,7,1,24,0.6875
Brett,Rogers,77,265,81,11,4,0,15,0.733333333
Shane,Roller,70,155,72,11,7,0,18,0.611111111
Ricardo,Romero,72,205,76,11,3,0,14,0.785714286
Yoel,Romero,72,185,73,13,4,0,17,0.764705882
Mara,Romero Borella,66,125,69,12,6,0,18,0.666666667
Jesse,Ronson,70,155,72,19,8,0,27,0.703703704
George,Roop,73,135,72,15,13,1,29,0.534482759
Aaron,Rosa,76,205,78,17,5,0,22,0.772727273
Charles,Rosa,69,145,69,12,3,0,15,0.8
Karol,Rosa,65,135,67,12,3,0,15,0.8
Jared,Rosholt,74,265,75,14,3,0,17,0.823529412
Ben,Rothwell,76,265,78,36,12,0,48,0.75
Khalil,Rountree Jr.,73,205,76,9,4,0,13,0.692307692
Ronda,Rousey,67,135,68,12,2,0,14,0.857142857
Philip,Rowe,75,170,80,6,2,0,8,0.75
Jairzinho,Rozenstruik,76,242,78,8,0,0,8,1
Mauricio,Rua,73,205,76,26,11,0,37,0.702702703
Rodolfo,Rubio,65,145,66,12,8,1,21,0.595238095
Mike,Russow,73,255,73,15,3,0,18,0.833333333
Amir,Sadollah,70,170,74,7,5,0,12,0.583333333
Frankie,Saenz,66,135,66,13,6,0,19,0.684210526
Saparbeg,Safarov,73,205,78,9,2,0,11,0.818181818
Tarec,Saffiedine,70,170,70,16,7,0,23,0.695652174
Jason,Saggo,71,155,71,12,4,0,16,0.75
Ovince,Saint Preux,75,205,80,24,13,0,37,0.648648649
Lukasz,Sajewski,68,155,71,13,3,0,16,0.8125
Augusto,Sakai,75,265,77,14,1,1,16,0.90625
Alessio,Sakara,72,185,72,19,11,0,30,0.633333333
Gokhan,Saki,72,205,73,1,2,0,3,0.333333333
Justin,Salas,68,155,70,12,7,0,19,0.631578947
Roman,Salazar,67,135,67,9,4,0,13,0.692307692
Muslim,Salikhov,71,170,70,15,2,0,17,0.882352941
Boston,Salmon,69,135,69,6,3,0,9,0.666666667
John,Salter,73,185,74,8,2,0,10,0.8
Josh,Samman,75,185,79,12,5,0,17,0.705882353
Joshua,Sampo,64,125,64,11,5,0,16,0.6875
Diego,Sanchez,70,170,72,31,12,0,43,0.720930233
Eddie,Sanchez,74,230,74,13,5,0,18,0.722222222
Joby,Sanchez,66,135,68,11,4,0,15,0.733333333
Andrew,Sanchez,73,185,74,12,5,0,17,0.705882353
Roberto,Sanchez,66,125,66,8,2,0,10,0.8
Luke,Sanders,66,135,67,13,3,0,16,0.8125
Jerrod,Sanders,68,135,72,15,3,0,18,0.833333333
Cory,Sandhagen,71,135,70,12,1,0,13,0.923076923
Hector,Sandoval,62,125,64,14,4,0,18,0.777777778
Roldan,Sangcha-an,64,125,65,4,2,0,6,0.666666667
Duda,Santana,67,145,73,3,1,0,4,0.75
Jorge,Santiago,73,170,74,25,11,0,36,0.694444444
Mike,Santiago,70,145,69,21,12,0,33,0.636363636
Richie,Santiago,67,135,67,7,1,0,8,0.875
Evangelista,Santos,70,170,76,18,15,0,33,0.545454545
Iliarde,Santos,65,125,66,27,9,1,37,0.743243243
Leonardo,Santos,72,155,75,17,4,1,22,0.795454545
Thiago,Santos,74,205,76,21,7,0,28,0.75
Bruno,Santos,69,185,69,14,2,0,16,0.875
Taila,Santos,65,125,68,15,1,0,16,0.9375
Daniel,Sarafian,69,185,73,10,6,0,16,0.625
Ulka,Sasaki,70,125,71,21,6,2,29,0.75862069
Paul,Sass,72,155,73,13,2,0,15,0.866666667
Takenori,Sato,70,170,71,17,10,7,34,0.602941176
Takashi,Sato,70,170,73,15,3,0,18,0.833333333
Ben,Saunders,74,170,77,22,12,2,36,0.638888889
Matt,Sayles,67,145,68,8,2,0,10,0.8
Eric,Schafer,75,185,75,14,7,2,23,0.652173913
Brendan,Schaub,76,245,78,11,5,0,16,0.6875
Pat,Schilling,68,145,69,5,2,0,7,0.714285714
Matt,Schnell,68,125,70,14,4,0,18,0.777777778
Justin,Scoggins,67,125,66,11,5,0,16,0.6875
Bradley,Scott,73,170,76,12,6,0,18,0.666666667
Neil,Seery,64,125,64,16,13,0,29,0.551724138
Stefan,Sekulic,72,170,75,12,3,0,15,0.8
Pete,Sell,71,170,75,9,5,0,14,0.642857143
Mackens,Semerzier,69,145,72,8,4,0,12,0.666666667
Alex,Serdyukov,74,170,74,8,5,0,13,0.615384615
Matt,Serra,66,170,68,11,7,0,18,0.611111111
Fredy,Serrano,63,125,65,3,2,0,5,0.6
Rosi,Sexton,63,135,63,13,4,0,17,0.764705882
Edmen,Shahbazyan,74,185,74,10,0,0,10,1
Leon,Shahbazyan,76,170,74,7,1,0,8,0.875
Kamal,Shalorus,68,155,68,7,3,2,12,0.666666667
Ken,Shamrock,73,205,72,28,16,2,46,0.630434783
Eric,Shelton,66,125,68,12,6,0,18,0.666666667
Sean,Sherk,66,155,67,36,4,1,41,0.890243902
Chase,Sherman,76,250,78,11,6,0,17,0.647058824
Valentina,Shevchenko,65,125,66,18,3,0,21,0.857142857
Antonina,Shevchenko,68,125,67,8,1,0,9,0.888888889
Jake,Shields,72,170,72,29,7,1,37,0.797297297
Shunichi,Shimizu,65,135,66,28,9,10,47,0.70212766
Josh,Shockley,73,155,74,11,4,0,15,0.733333333
Jack,Shore,68,135,71,12,0,0,12,1
Ivan,Shtyrkov,72,205,74,16,0,1,17,0.970588235
Sam,Sicilia,68,145,67,15,8,0,23,0.652173913
Steven,Siler,71,145,70,23,13,0,36,0.638888889
Anderson,Silva,74,185,77,34,10,0,44,0.772727273
Wanderlei,Silva,71,205,74,35,12,1,48,0.739583333
Thiago,Silva,74,205,74,16,3,0,19,0.842105263
Antonio,Silva,76,264,80,19,10,1,30,0.65
Erick,Silva,72,170,74,19,9,0,28,0.678571429
Leandro,Silva,69,155,72,19,4,1,24,0.8125
Wagner,Silva,72,170,71,3,3,0,6,0.5
Joaquim,Silva,68,155,69,11,3,0,14,0.785714286
Felipe,Silva,72,155,77,8,2,0,10,0.8
Bruno,Silva,64,135,65,11,4,1,16,0.71875
Gabriel,Silva,66,135,71,7,1,0,8,0.875
Douglas,Silva de Andrade,67,135,68,25,3,0,28,0.892857143
Elias,Silverio,71,155,73,11,2,0,13,0.846153846
Ricky,Simon,66,135,69,15,2,0,17,0.882352941
Aaron,Simpson,72,170,73,11,4,0,15,0.733333333
Tony,Sims,71,155,70,12,4,0,16,0.75
Everett,Sims,77,260,77,4,1,0,5,0.8
Rory,Singer,74,185,77,11,9,0,20,0.55
Elvis,Sinosic,75,205,77,7,11,2,20,0.4
Dennis,Siver,66,145,70,23,11,0,34,0.676470588
Chas,Skelly,71,145,72,18,4,0,22,0.818181818
Scott,Smith,72,185,70,17,9,0,26,0.653846154
Trevor,Smith,75,185,75,15,9,0,24,0.625
Anthony,Smith,76,205,76,32,14,0,46,0.695652174
Colton,Smith,72,155,71,6,4,0,10,0.6
Gilbert,Smith,69,185,75,5,2,0,7,0.714285714
Leslie,Smith,69,135,66,10,7,1,18,0.583333333
Devonte,Smith,69,155,76,10,2,0,12,0.833333333
Cole,Smith,71,135,67,7,1,0,8,0.875
Dmitrii,Smoliakov,74,253,74,9,3,0,12,0.75
Louis,Smolka,69,135,68,16,6,0,22,0.727272727
Richie,Smullen,69,155,68,3,1,1,5,0.7
Devin,Smyth,70,170,72,9,1,0,10,0.9
Peter,Sobotta,72,170,75,17,6,1,24,0.729166667
Renato,Sobral,73,205,75,36,9,0,45,0.8
Rameau Thierry,Sokoudjou,70,205,78,12,10,0,22,0.545454545
Joseph,Solecki,69,155,71,7,2,0,9,0.777777778
Kenan,Song,72,170,71,15,5,0,20,0.75
Chael,Sonnen,73,205,74,29,14,1,44,0.670454545
Jinsoo,Son,66,135,69,9,4,0,13,0.692307692
Sean,Soriano,69,145,70,8,3,0,11,0.727272727
Punahele,Soriano,71,185,72,5,0,0,5,1
Dmitry,Sosnovskiy,75,240,77,11,0,0,11,1
Ben,Sosoli,69,265,72,7,2,0,9,0.777777778
Krzysztof,Soszynski,73,205,77,26,12,1,39,0.679487179
George,Sotiropoulos,70,155,71,14,6,0,20,0.7
Greg,Soto,71,170,73,8,2,0,10,0.8
Alex,Soto,68,135,71,6,2,1,9,0.722222222
Joe,Soto,66,135,65,18,7,0,25,0.72
Andre,Soukhamthath,69,135,70,13,8,0,21,0.619047619
Jacare,Souza,73,185,72,26,7,0,33,0.787878788
Kevin,Souza,72,145,74,19,4,0,23,0.826086957
Livinha,Souza,63,115,63,13,2,0,15,0.866666667
Ryan,Spann,77,205,79,17,5,0,22,0.772727273
Tommy,Speer,70,170,71,19,5,0,24,0.791666667
Sean,Spencer,70,170,75,12,6,0,18,0.666666667
Felicia,Spencer,66,145,68,7,1,0,8,0.875
Eric,Spicely,73,185,73,12,6,0,18,0.666666667
Daniel,Spitz,79,245,82,6,3,0,9,0.666666667
Serghei,Spivac,75,260,78,10,1,0,11,0.909090909
Daniel,Spohn,76,205,79,15,6,0,21,0.714285714
Austin,Springer,68,145,71,10,3,0,13,0.769230769
Georges,St-Pierre,71,185,76,26,2,0,28,0.928571429
Andreas,Stahl,71,170,73,9,2,0,11,0.818181818
Ron,Stallings,74,170,75,13,8,0,21,0.619047619
Cody,Stamann,66,135,64,18,2,0,20,0.9
Cristina,Stanciu,63,115,64,5,2,0,7,0.714285714
Brian,Stann,73,205,74,12,6,0,18,0.666666667
Josh,Stansbury,74,205,74,8,5,0,13,0.615384615
Clifford,Starks,72,185,77,8,2,0,10,0.8
Kalib,Starnes,75,185,74,12,7,1,20,0.625
Laureano,Staropoli,73,170,71,9,1,0,10,0.9
Damian,Stasiak,65,135,70,10,6,0,16,0.625
Dominique,Steele,70,170,74,14,9,0,23,0.608695652
Ricky,Steele,69,135,74,5,0,0,5,1
Steve,Steinbeiss,75,185,75,7,4,0,11,0.636363636
Jeremy,Stephens,69,145,71,28,17,0,45,0.622222222
Aljamain,Sterling,67,135,71,18,3,0,21,0.857142857
Joe,Stevenson,67,145,70,31,14,0,45,0.688888889
Maia,Stevenson,64,115,62,6,5,0,11,0.545454545
Darren,Stewart,72,185,74,11,4,0,15,0.733333333
Kyle,Stewart,72,170,76,11,3,0,14,0.785714286
Lazar,Stojadinovic,67,145,68,12,5,0,17,0.705882353
Julija,Stoliarenko,67,145,66,4,4,1,9,0.5
Ken,Stone,68,135,71,11,4,0,15,0.733333333
Rick,Story,69,170,71,19,9,0,28,0.678571429
Darko,Stosic,72,205,76,13,3,0,16,0.8125
Sam,Stout,69,155,70,21,12,1,34,0.632352941
Sean,Strickland,73,170,76,20,3,0,23,0.869565217
Hans,Stringer,75,205,73,22,7,3,32,0.734375
Stefan,Struve,83,265,84,33,11,0,44,0.75
Mike,Stumpf,70,170,71,11,4,0,15,0.733333333
Tatiana,Suarez,65,115,66,9,0,0,9,1
George,Sullivan,72,170,73,17,7,0,24,0.708333333
Justin,Sumter,74,185,80,7,2,0,9,0.777777778
Martin,Svensson,73,155,72,14,6,0,20,0.7
Cub,Swanson,68,145,70,26,11,0,37,0.702702703
Mike,Swick,73,170,77,15,6,0,21,0.714285714
Bentley,Syler,64,125,68,5,1,0,6,0.833333333
Kevin,Syler,69,145,71,8,0,0,8,1
Tim,Sylvia,80,265,80,30,7,0,37,0.810810811
Justin,Tafa,72,264,74,3,1,0,4,0.75
Khalid,Taha,65,135,69,14,2,0,16,0.875
Mairbek,Taisumov,69,155,73,27,6,0,33,0.818181818
Nordine,Taleb,73,170,74,15,7,0,22,0.681818182
Akitoshi,Tamura,69,135,70,16,11,2,29,0.586206897
Issei,Tamura,65,135,63,7,4,0,11,0.636363636
Michinori,Tanaka,65,135,67,11,3,0,14,0.785714286
Evan,Tanner,72,185,74,32,8,0,40,0.8
Manny,Tapia,65,135,67,11,4,1,16,0.71875
Miesha,Tate,66,135,65,18,7,0,25,0.72
Deividas,Taurosevicius,69,145,68,13,5,0,18,0.722222222
Thiago,Tavares,67,145,68,24,7,1,32,0.765625
Brad,Tavares,73,185,74,17,6,0,23,0.739130435
Paul,Taylor,72,155,72,11,6,1,18,0.638888889
Jesse,Taylor,72,170,73,33,15,0,48,0.6875
Louis,Taylor,71,185,74,11,3,0,14,0.785714286
Danielle,Taylor,60,115,60,9,4,0,13,0.692307692
James,Te Huna,74,185,75,18,9,0,27,0.666666667
Shawn,Teed,77,265,79,5,1,0,6,0.833333333
Glover,Teixeira,74,205,76,30,7,0,37,0.810810811
David,Teymur,69,155,73,8,2,0,10,0.8
Daniel,Teymur,65,145,69,7,3,0,10,0.7
Motonobu,Tezuka,67,135,66,19,6,4,29,0.724137931
Brandon,Thatch,74,170,74,11,5,0,16,0.6875
Elias,Theodorou,73,185,75,17,3,0,20,0.85
Paulo,Thiago,71,170,73,15,8,0,23,0.652173913
Nick,Thompson,73,170,74,38,14,1,53,0.726415094
Oli,Thompson,73,242,75,9,4,0,13,0.692307692
Stephen,Thompson,72,170,75,14,4,1,19,0.763157895
Josh,Thomson,70,155,71,21,8,0,29,0.724137931
Simeon,Thoresen,73,170,79,17,4,1,22,0.795454545
Gleison,Tibau,70,155,71,40,14,0,54,0.740740741
Nolan,Ticman,66,125,69,4,3,0,7,0.571428571
Darren,Till,72,170,74,17,2,1,20,0.875
Andrew,Todhunter,72,185,72,8,0,0,8,1
Dusko,Todorovic,73,185,74,8,0,0,8,1
Kazuki,Tokudome,71,155,73,12,6,1,19,0.657894737
Tyler,Toner,68,145,70,12,3,0,15,0.8
Miguel,Torres,69,135,76,39,5,0,44,0.886363636
Tecia,Torres,61,115,60,10,5,0,15,0.666666667
Alex,Torres,70,145,70,2,2,0,4,0.5
Jose,Torres,64,125,65,8,1,0,9,0.888888889
Desmond,Torres,66,135,69,7,1,0,8,0.875
Salim,Touahri,70,170,72,10,4,0,14,0.714285714
Dequan,Townsend,75,205,79,21,9,0,30,0.7
Francisco,Trevino,69,155,70,12,2,0,14,0.857142857
Frank,Trigg,69,170,71,21,9,0,30,0.7
Francisco,Trinaldo,69,155,70,23,7,0,30,0.766666667
Michael,Trizano,71,155,71,9,1,0,10,0.9
Antonio,Trocoli,77,205,82,11,3,0,14,0.785714286
Tor,Troeng,74,185,77,16,7,1,24,0.6875
Abel,Trujillo,68,155,70,15,8,0,23,0.652173913
Arman,Tsarukyan,67,155,72,14,2,0,16,0.875
Chris,Tuchscherer,74,258,76,21,4,0,25,0.84
Jon,Tuck,71,155,73,10,5,0,15,0.666666667
Gavin,Tucker,66,145,66,11,1,0,12,0.916666667
Jumabieke,Tuerxun,67,135,67,17,3,1,21,0.833333333
Tai,Tuivasa,74,264,75,10,3,0,13,0.769230769
Zubaira,Tukhugov,68,145,68,18,4,1,23,0.804347826
Albert,Tumenov,71,170,73,17,4,0,21,0.80952381
Ricky,Turcios,69,135,71,8,1,0,9,0.888888889
Wellington,Turman,72,185,72,15,3,0,18,0.833333333
Jalin,Turner,75,155,77,8,5,0,13,0.615384615
Austin,Tweedy,69,155,68,10,1,0,11,0.909090909
Marcin,Tybura,75,249,78,17,6,0,23,0.739130435
Alberto,Uda,75,185,77,9,2,0,11,0.818181818
Gasan,Umalatov,71,170,71,15,5,1,21,0.738095238
Caol,Uno,67,155,70,26,15,5,46,0.619565217
Hector,Urbina,71,170,73,25,10,1,36,0.708333333
Elias,Urbina,75,185,77,3,1,0,4,0.75
Nick,Urso,66,125,66,10,3,0,13,0.769230769
Kamaru,Usman,72,170,76,15,1,0,16,0.9375
Darren,Uyenoyama,66,125,64,8,5,0,13,0.615384615
Richie,Vaculik,66,125,69,10,5,0,15,0.666666667
Charlie,Valencia,63,135,64,12,7,0,19,0.631578947
Isaac,Vallie-Flagg,68,155,68,14,6,1,21,0.69047619
Matt,Van Buren,77,205,76,7,4,0,11,0.636363636
Brianna,Van Buren,60,115,62,9,2,0,11,0.818181818
Austin,Vanderford,71,170,74,4,0,0,4,1
Lando,Vannata,69,155,71,10,4,2,16,0.6875
Paige,VanZant,64,115,65,8,4,0,12,0.666666667
Kazula,Vargas,68,155,71,10,3,0,13,0.769230769
Jamie,Varner,68,155,72,21,11,1,33,0.651515152
Guilherme,Vasconcelos,72,185,74,3,2,0,5,0.6
Javier,Vazquez,67,145,69,16,5,0,21,0.761904762
Manny,Vazquez,70,125,72,11,2,0,13,0.846153846
Cain,Velasquez,73,240,77,14,3,0,17,0.823529412
Bojan,Velickovic,72,170,76,15,6,1,22,0.704545455
Karlos,Vemola,72,185,75,10,4,0,14,0.714285714
Brandon,Vera,75,230,76,12,7,0,19,0.631578947
Marlon,Vera,68,135,70,15,5,1,21,0.738095238
Marvin,Vettori,72,185,74,14,4,1,19,0.763157895
Hugo,Viana,66,135,67,8,4,0,12,0.666666667
Polyana,Viana,65,115,67,10,4,0,14,0.714285714
James,Vick,75,155,76,13,5,0,18,0.722222222
Milton,Vieira,72,145,72,13,8,2,23,0.608695652
Reginaldo,Vieira,67,135,65,14,5,0,19,0.736842105
Ketlen,Vieira,68,135,68,10,0,0,10,1
Rodolfo,Vieira,72,185,73,6,0,0,6,1
Gian,Villante,75,205,76,17,11,0,28,0.607142857
Armando,Villarreal,67,135,66,5,1,0,6,0.833333333
Yuri,Villefort,72,170,73,6,3,0,9,0.666666667
Marcos,Vinicius,69,125,70,20,6,1,27,0.759259259
Brandon,Visher,66,135,68,13,3,0,16,0.8125
Bobby,Voelker,72,170,75,24,12,0,36,0.666666667
Alexander,Volkanovski,66,145,71,20,1,0,21,0.952380952
Jacob,Volkmann,69,155,71,15,4,0,19,0.789473684
Alexander,Volkov,79,250,80,30,7,0,37,0.810810811
Chris,Wade,70,155,70,12,3,0,15,0.8
TJ,Waldburger,71,170,75,16,9,0,25,0.64
Chase,Waldon,73,185,75,11,2,0,13,0.846153846
Johnny,Walker,77,205,82,17,3,0,20,0.85
Ben,Wall,70,155,73,7,2,1,10,0.75
Rodney,Wallace,69,205,72,11,4,1,16,0.71875
Randall,Wallace,71,185,73,15,6,0,21,0.714285714
James,Wallace,70,155,69,9,2,0,11,0.818181818
Jimmy,Wallhead,70,170,73,29,11,0,40,0.725
Richard,Walsh,72,170,73,9,6,0,15,0.6
Patrick,Walsh,71,185,71,5,3,0,8,0.625
Sai,Wang,72,170,72,8,5,1,14,0.607142857
Curt,Warburton,72,155,73,7,3,0,10,0.7
Charlie,Ward,71,170,73,3,3,0,6,0.5
Terrion,Ware,68,135,71,17,9,0,26,0.653846154
Dominic,Waters,73,170,79,9,5,0,14,0.642857143
Michelle,Waterson,63,115,62,17,7,0,24,0.708333333
Walel,Watson,71,135,69,9,5,0,14,0.642857143
Tom,Watson,73,185,73,17,9,0,26,0.653846154
Brok,Weaver,72,170,73,14,4,0,18,0.777777778
Jonavin,Webb,70,170,71,8,2,0,10,0.8
Emil,Meek,71,170,74,9,4,1,14,0.678571429
Royston,Wee,67,135,67,4,1,0,5,0.8
Chris,Weidman,74,205,78,14,5,0,19,0.736842105
Christian,Wellisch,74,234,77,8,5,0,13,0.615384615
Fabricio,Werdum,76,231,77,23,8,1,32,0.734375
Sheldon,Westcott,73,170,71,10,3,1,14,0.75
Coty,Wheeler,66,135,67,14,4,0,18,0.777777778
Alex,White,72,155,71,13,5,0,18,0.722222222
Craig,White,74,170,76,14,9,0,23,0.608695652
Rob,Whiteford,69,145,69,12,4,0,16,0.75
Garett,Whiteley,72,155,72,8,3,0,11,0.727272727
Emily,Whitmire,65,115,63,4,3,0,7,0.571428571
Robert,Whittaker,72,185,73,21,5,0,26,0.807692308
Adam,Wieczorek,77,250,81,10,2,0,12,0.833333333
Mike,Wilkinson,67,145,68,9,2,0,11,0.818181818
Rob,Wilkinson,75,185,80,11,2,0,13,0.846153846
James,Wilks,73,170,75,7,4,0,11,0.636363636
Patrick,Williams,68,135,73,8,6,0,14,0.571428571
Tim,Williams,74,185,76,15,5,0,20,0.75
Jordan,Williams,72,185,76,8,2,0,10,0.8
Cole,Williams,72,170,73,11,2,0,13,0.846153846
Justin,Willis,73,264,78,8,2,0,10,0.8
Chris,Wilson,73,170,75,16,8,0,24,0.666666667
Jonathan,Wilson,74,205,75,7,3,0,10,0.7
Matt,Wiman,70,155,68,16,8,0,24,0.666666667
Eddie,Wineland,67,135,69,24,13,1,38,0.644736842
Deron,Winn,66,185,70,6,1,0,7,0.857142857
Andre,Winner,71,155,73,13,6,1,20,0.675
Keith,Wisniewski,72,170,75,28,13,1,42,0.678571429
Nathaniel,Wood,66,135,69,16,3,0,19,0.842105263
Tyron,Woodley,69,170,74,19,4,1,24,0.8125
Sean,Woodson,74,145,78,7,0,0,7,1
Khama,Worthy,71,155,74,15,6,0,21,0.714285714
Jordan,Wright,74,185,77,9,0,0,9,1
Yanan,Wu,68,125,66,10,3,0,13,0.769230769
Song,Yadong,68,135,67,15,4,0,19,0.789473684
Rani,Yahya,66,135,67,26,10,0,36,0.722222222
Alexander,Yakovlev,75,155,74,24,8,1,33,0.742424242
Norifumi,Yamamoto,64,135,66,18,6,0,24,0.75
Xiaonan,Yan,65,115,63,11,1,0,12,0.916666667
Petr,Yan,67,135,67,13,1,0,14,0.928571429
Adam,Yandiev,69,185,74,9,1,0,10,0.9
Dongi,Yang,70,185,71,13,3,0,16,0.8125
Jianping,Yang,67,145,65,7,4,1,12,0.625
Hu,Yaozong,75,205,72,3,2,0,5,0.6
Luke,Zachrich,74,185,74,14,4,0,18,0.777777778
Anton,Zafir,71,170,72,7,3,0,10,0.7
Aiemann,Zahabi,68,135,68,7,2,0,9,0.777777778
Elizeu,Zaleski dos Santos,71,170,73,21,6,0,27,0.777777778
Zach,Zane,67,145,69,12,7,0,19,0.631578947
Roger,Zapata,71,170,74,4,3,0,7,0.571428571
David,Zawada,72,170,75,16,5,0,21,0.761904762
Joao,Zeferino,71,170,73,13,6,0,19,0.684210526
Tiequan,Zhang,68,155,70,18,4,0,22,0.818181818
Zhang,Lipeng,71,155,71,9,9,1,19,0.5
Weili,Zhang,64,115,63,20,1,0,21,0.952380952
Yao,Zhikui,65,125,64,2,5,0,7,0.285714286
Fares,Ziam,73,155,75,10,3,0,13,0.769230769
Cat,Zingano,66,145,68,10,4,0,14,0.714285714
