First_name,Surname,Height,Weight,Armspan,Wins,Losses,Draws,Total_Fights,Win_Percentage,sex,AHR
Ben,Nguyen,65,125,65,17,8,0,25,0.68,male,1
Matheus,Nicolau,66,125,66,13,3,1,17,0.794117647,male,1
Tom,Niinimaki,69,145,69,21,8,1,30,0.716666667,male,1
Dustin,Ortiz,65,125,65,19,8,0,27,0.703703704,male,1
Damacio,Page,66,135,66,12,8,0,20,0.6,male,1
Erik,Perez,68,135,68,17,6,0,23,0.739130435,male,1
Steven,Peterson,70,145,70,18,9,0,27,0.666666667,male,1
Paul,Redmond,70,145,70,10,6,0,16,0.625,male,1
Francisco,Rivera,68,135,68,11,7,0,18,0.611111111,male,1
Yair,Rodriguez,71,145,71,13,2,0,15,0.866666667,male,1
Charles,Rosa,69,145,69,12,3,0,15,0.8,male,1
Frankie,Saenz,66,135,66,13,6,0,19,0.684210526,male,1
Roman,Salazar,67,135,67,9,4,0,13,0.692307692,male,1
Boston,Salmon,69,135,69,6,3,0,9,0.666666667,male,1
Joshua,Sampo,64,125,64,11,5,0,16,0.6875,male,1
Roberto,Sanchez,66,125,66,8,2,0,10,0.8,male,1
Richie,Santiago,67,135,67,7,1,0,8,0.875,male,1
Neil,Seery,64,125,64,16,13,0,29,0.551724138,male,1
Gavin,Tucker,66,145,66,11,1,0,12,0.916666667,male,1
Nick,Urso,66,125,66,10,3,0,13,0.769230769,male,1
Milton,Vieira,72,145,72,13,8,2,23,0.608695652,male,1
Stefan,Struve,83,265,84,33,11,0,44,0.75,male,1.012048193
Maurice,Greene,79,258,80,8,3,0,11,0.727272727,male,1.012658228
Alexander,Volkov,79,250,80,30,7,0,37,0.810810811,male,1.012658228
Travis,Browne,78,255,79,18,7,1,26,0.711538462,male,1.012820513
Junior,Dos Santos,76,238,77,21,6,0,27,0.777777778,male,1.013157895
Mark,Godbeer,76,240,77,13,4,0,17,0.764705882,male,1.013157895
Mike,Kyle,76,205,77,19,9,1,29,0.672413793,male,1.013157895
James,McSweeney,76,230,77,6,9,0,15,0.4,male,1.013157895
Nick,Penner,76,205,77,12,3,0,15,0.8,male,1.013157895
Dominick,Reyes,76,205,77,12,0,0,12,1,male,1.013157895
Fabricio,Werdum,76,231,77,23,8,1,32,0.734375,male,1.013157895
Nandor,Guelmino,75,230,76,11,5,1,17,0.676470588,male,1.013333333
Chibwikem,Onyenegecha-Palmer,75,185,76,6,0,0,6,1,male,1.013333333
Shamil,Abdurakhimov,75,235,76,20,5,0,25,0.8,male,1.013333333
Marcos,Brigagao,75,205,76,11,1,0,12,0.916666667,male,1.013333333
Joachim,Christensen,75,205,76,14,6,0,20,0.7,male,1.013333333
Paul,Craig,75,205,76,12,4,0,16,0.75,male,1.013333333
Allen,Crowder,75,245,76,10,4,0,14,0.714285714,male,1.013333333
Henrique,da Silva,75,205,76,14,5,0,19,0.736842105,male,1.013333333
Kyle,Daukaus,75,185,76,6,0,0,6,1,male,1.013333333
Ryan,Janes,75,185,76,10,3,0,13,0.769230769,male,1.013333333
Adam,Milstead,75,205,76,8,3,0,11,0.727272727,male,1.013333333
Quinn,Mulhern,75,155,76,18,4,0,22,0.818181818,male,1.013333333
Jake,O'Brien,75,205,76,13,4,0,17,0.764705882,male,1.013333333
Brandon,Vera,75,230,76,12,7,0,19,0.631578947,male,1.013333333
James,Vick,75,155,76,13,5,0,18,0.722222222,male,1.013333333
Gian,Villante,75,205,76,17,11,0,28,0.607142857,male,1.013333333
Herdem,Alacabek,74,205,75,5,1,0,6,0.833333333,male,1.013513514
Dhiego,Lima,74,170,75,17,7,0,24,0.708333333,male,1.013513514
Makhmud,Muradov,74,185,75,23,6,0,29,0.793103448,male,1.013513514
Volkan,Oezdemir,74,205,75,16,4,0,20,0.8,male,1.013513514
Yushin,Okami,74,170,75,35,12,0,47,0.744680851,male,1.013513514
Brendan,Allen,74,185,75,13,3,0,16,0.8125,male,1.013513514
Sam,Alvey,74,205,75,33,13,0,46,0.717391304,male,1.013513514
Tanner,Boser,74,255,75,17,5,1,23,0.760869565,male,1.013513514
Steve,Cantwell,74,185,75,7,6,0,13,0.538461538,male,1.013513514
Carlos,Condit,74,170,75,30,13,0,43,0.697674419,male,1.013513514
Jesse,Forbes,74,185,75,15,5,0,20,0.75,male,1.013513514
James,Irvin,74,205,75,15,9,0,24,0.625,male,1.013513514
Julian,Marquez,74,185,75,7,2,0,9,0.777777778,male,1.013513514
Tim,Means,74,170,75,28,11,1,40,0.7125,male,1.013513514
Rogerio,Nogueira,74,205,75,23,9,0,32,0.71875,male,1.013513514
Ruan,Potts,74,247,75,8,4,0,12,0.666666667,male,1.013513514
Chance,Rencountre,74,170,75,14,3,0,17,0.823529412,male,1.013513514
Nick,Roehrick,74,205,75,7,1,0,8,0.875,male,1.013513514
Jared,Rosholt,74,265,75,14,3,0,17,0.823529412,male,1.013513514
Ron,Stallings,74,170,75,13,8,0,21,0.619047619,male,1.013513514
James,Te Huna,74,185,75,18,9,0,27,0.666666667,male,1.013513514
Jonathan,Wilson,74,205,75,7,3,0,10,0.7,male,1.013513514
Niklas,Backstrom,73,145,74,8,2,0,10,0.8,male,1.01369863
Marc-Andre,Barriault,73,185,74,11,3,0,14,0.785714286,male,1.01369863
Lyoto,Machida,73,185,74,24,8,0,32,0.75,male,1.01369863
Chael,Sonnen,73,205,74,29,14,1,44,0.670454545,male,1.01369863
Nordine,Taleb,73,170,74,15,7,0,22,0.681818182,male,1.01369863
Dusko,Todorovic,73,185,74,8,0,0,8,1,male,1.01369863
Marcel,Fortuna,73,205,74,9,3,0,12,0.75,male,1.01369863
Clay,Harvison,73,170,74,9,3,0,12,0.75,male,1.01369863
Jeremy,Horn,73,185,74,88,21,5,114,0.793859649,male,1.01369863
Sergey,Khandozhko,73,170,74,27,5,1,33,0.833333333,male,1.01369863
Ryan,LaFlare,73,170,74,14,3,0,17,0.823529412,male,1.01369863
Dan,Miller,73,185,74,14,8,0,22,0.636363636,male,1.01369863
Mats,Nilsson,73,170,74,11,4,1,16,0.71875,male,1.01369863
Sean,O'Connell,73,205,74,17,9,0,26,0.653846154,male,1.01369863
Mike,Rhodes,73,170,74,6,4,0,10,0.6,male,1.01369863
Matthew,Riddle,73,170,74,7,3,0,10,0.7,male,1.01369863
Karl,Roberson,73,185,74,8,2,0,10,0.8,male,1.01369863
Danny,Roberts,73,170,74,16,5,0,21,0.761904762,male,1.01369863
Roosevelt,Roberts,73,155,74,8,1,0,9,0.888888889,male,1.01369863
John,Salter,73,185,74,8,2,0,10,0.8,male,1.01369863
Andrew,Sanchez,73,185,74,12,5,0,17,0.705882353,male,1.01369863
Jorge,Santiago,73,170,74,25,11,0,36,0.694444444,male,1.01369863
Josh,Shockley,73,155,74,11,4,0,15,0.733333333,male,1.01369863
Brian,Stann,73,205,74,12,6,0,18,0.666666667,male,1.01369863
Brad,Tavares,73,185,74,17,6,0,23,0.739130435,male,1.01369863
Nick,Thompson,73,170,74,38,14,1,53,0.726415094,male,1.01369863
Julian,Erosa,73,145,74,22,9,0,31,0.709677419,male,1.01369863
Lance,Lawrence,73,145,74,5,1,0,6,0.833333333,male,1.01369863
Cole,Miller,73,145,74,21,11,0,32,0.65625,male,1.01369863
Jonathan,Brookins,72,145,73,14,6,0,20,0.7,male,1.013888889
Jessin,Ayari,72,155,73,16,5,0,21,0.761904762,male,1.013888889
Valmir,Lazaro,72,155,73,13,4,0,17,0.764705882,male,1.013888889
Anthony Rocco,Martin,72,170,73,16,5,0,21,0.761904762,male,1.013888889
Gokhan,Saki,72,205,73,1,2,0,3,0.333333333,male,1.013888889
Omari,Akhmedov,72,185,73,19,4,1,24,0.8125,male,1.013888889
Keith,Berish,72,205,73,5,1,0,6,0.833333333,male,1.013888889
Justin,Buchholz,72,155,73,12,6,0,18,0.666666667,male,1.013888889
Bubba,Bush,72,185,73,8,3,0,11,0.727272727,male,1.013888889
Brian,Ebersole,72,170,73,51,17,1,69,0.746376812,male,1.013888889
Jonathan,Goulet,72,170,73,23,12,0,35,0.657142857,male,1.013888889
Marcelo,Guimaraes,72,185,73,9,2,1,12,0.791666667,male,1.013888889
Leonardo,Augusto Leleco,72,185,73,11,3,0,14,0.785714286,male,1.013888889
Alan,Jouban,72,170,73,16,7,0,23,0.695652174,male,1.013888889
Michael,Kuiper,72,185,73,12,3,0,15,0.8,male,1.013888889
Carmelo,Marrero,72,205,73,14,5,0,19,0.736842105,male,1.013888889
Jack,Marshman,72,185,73,23,9,0,32,0.71875,male,1.013888889
Jordan,Mein,72,170,73,31,12,0,43,0.720930233,male,1.013888889
Joe,Merritt,72,170,73,6,1,0,7,0.857142857,male,1.013888889
Erick,Montano,72,170,73,8,5,0,13,0.615384615,male,1.013888889
Dan,Moret,72,155,73,13,6,0,19,0.684210526,male,1.013888889
Pawel,Pawlak,72,170,73,11,2,0,13,0.846153846,male,1.013888889
Santiago,Ponzinibbio,72,170,73,28,3,0,31,0.903225806,male,1.013888889
Devin,Powell,72,155,73,9,4,0,13,0.692307692,male,1.013888889
Greg,Rebello,72,240,73,24,8,0,32,0.75,male,1.013888889
Yoel,Romero,72,185,73,13,4,0,17,0.764705882,male,1.013888889
Paul,Sass,72,155,73,13,2,0,15,0.866666667,male,1.013888889
Aaron,Simpson,72,170,73,11,4,0,15,0.733333333,male,1.013888889
George,Sullivan,72,170,73,17,7,0,24,0.708333333,male,1.013888889
Jesse,Taylor,72,170,73,33,15,0,48,0.6875,male,1.013888889
Rodolfo,Vieira,72,185,73,6,0,0,6,1,male,1.013888889
Richard,Walsh,72,170,73,9,6,0,15,0.6,male,1.013888889
Curt,Warburton,72,155,73,7,3,0,10,0.7,male,1.013888889
Brok,Weaver,72,170,73,14,4,0,18,0.777777778,male,1.013888889
Robert,Whittaker,72,185,73,21,5,0,26,0.807692308,male,1.013888889
Cole,Williams,72,170,73,11,2,0,13,0.846153846,male,1.013888889
Bill,Algeo,72,145,73,12,3,0,15,0.8,male,1.013888889
Danny,Henry,72,145,73,12,3,0,15,0.8,male,1.013888889
Domingo,Pilarte,72,135,73,8,2,0,10,0.8,male,1.013888889
Warlley,Alves,71,170,72,14,3,0,17,0.823529412,male,1.014084507
Galore,Bofando,71,170,72,5,3,0,8,0.625,male,1.014084507
Punahele,Soriano,71,185,72,5,0,0,5,1,male,1.014084507
Hector,Aldana,71,170,72,4,4,0,8,0.5,male,1.014084507
Steve,Bosse,71,205,72,12,2,0,14,0.857142857,male,1.014084507
John,Cholish,71,155,72,8,3,0,11,0.727272727,male,1.014084507
Daniel,Cormier,71,235,72,22,2,0,24,0.916666667,male,1.014084507
Colby,Covington,71,170,72,15,1,0,16,0.9375,male,1.014084507
David,Heath,71,205,72,16,7,0,23,0.695652174,male,1.014084507
Ian,Heinisch,71,185,72,13,2,0,15,0.866666667,male,1.014084507
Luke,Jumeau,71,170,72,13,5,0,18,0.722222222,male,1.014084507
Lorenz,Larkin,71,170,72,18,5,0,23,0.782608696,male,1.014084507
Reza,Madadi,71,155,72,14,6,0,20,0.7,male,1.014084507
Alex,Morono,71,170,72,17,5,0,22,0.772727273,male,1.014084507
Belal,Muhammad,71,170,72,16,3,0,19,0.842105263,male,1.014084507
Josh,Neer,71,170,72,33,13,1,47,0.712765957,male,1.014084507
Gunnar,Nelson,71,170,72,17,5,1,23,0.760869565,male,1.014084507
Zak,Ottow,71,170,72,17,7,0,24,0.708333333,male,1.014084507
Carlo,Prater,71,155,72,30,12,1,43,0.709302326,male,1.014084507
Claudio,Puelles,71,155,72,10,2,0,12,0.833333333,male,1.014084507
Anton,Zafir,71,170,72,7,3,0,10,0.7,male,1.014084507
Renato,Moicano,71,145,72,13,3,1,17,0.794117647,male,1.014084507
Calvin,Kattar,71,145,72,20,3,0,23,0.869565217,male,1.014084507
Sean,O'Malley,71,135,72,10,0,0,10,1,male,1.014084507
Peter,Petties,71,145,72,5,3,0,8,0.625,male,1.014084507
Chas,Skelly,71,145,72,18,4,0,22,0.818181818,male,1.014084507
Nohelin,Hernandez,70,135,71,10,4,0,14,0.714285714,male,1.014285714
Ulka,Sasaki,70,125,71,21,6,2,29,0.75862069,male,1.014285714
Johnny,Bedford,70,135,71,19,13,1,33,0.590909091,male,1.014285714
Humberto,Brown,70,145,71,4,5,0,9,0.444444444,male,1.014285714
Akbarh,Arreola,70,155,71,23,10,1,34,0.691176471,male,1.014285714
Kiichi,Kunimoto,70,170,71,18,7,2,27,0.703703704,male,1.014285714
Takenori,Sato,70,170,71,17,10,7,34,0.602941176,male,1.014285714
Gleison,Tibau,70,155,71,40,14,0,54,0.740740741,male,1.014285714
Dongi,Yang,70,185,71,13,3,0,16,0.8125,male,1.014285714
David,Bielkheden,70,155,71,16,9,0,25,0.64,male,1.014285714
Gilbert,Burns,70,155,71,17,3,0,20,0.85,male,1.014285714
Jason,Dent,70,155,71,21,12,0,33,0.636363636,male,1.014285714
Edgar,Garcia,70,170,71,14,5,0,19,0.736842105,male,1.014285714
Christos,Giagos,70,155,71,17,8,0,25,0.68,male,1.014285714
Joey,Gomez,70,155,71,7,1,0,8,0.875,male,1.014285714
Michael,Graves,70,170,71,6,0,1,7,0.928571429,male,1.014285714
Bobby,Green,70,155,71,24,9,1,34,0.720588235,male,1.014285714
Austin,Hubbard,70,155,71,11,3,0,14,0.785714286,male,1.014285714
Erik,Koch,70,170,71,16,6,0,22,0.727272727,male,1.014285714
Chad,Laprise,70,170,71,14,4,0,18,0.777777778,male,1.014285714
Joe,Lauzon,70,155,71,28,16,0,44,0.636363636,male,1.014285714
Charles,McCarthy,70,185,71,10,5,0,15,0.666666667,male,1.014285714
James,Moontasri,70,170,71,9,5,0,14,0.642857143,male,1.014285714
Thiago,Perpetuo,70,170,71,9,4,1,14,0.678571429,male,1.014285714
Mike,Perry,70,170,71,13,5,0,18,0.722222222,male,1.014285714
Ed,Ratcliff,70,155,71,7,3,0,10,0.7,male,1.014285714
Mike,Rio,70,155,71,9,4,0,13,0.692307692,male,1.014285714
George,Sotiropoulos,70,155,71,14,6,0,20,0.7,male,1.014285714
Tommy,Speer,70,170,71,19,5,0,24,0.791666667,male,1.014285714
Mike,Stumpf,70,170,71,11,4,0,15,0.733333333,male,1.014285714
Josh,Thomson,70,155,71,21,8,0,29,0.724137931,male,1.014285714
Jonavin,Webb,70,170,71,8,2,0,10,0.8,male,1.014285714
Manny,Bermudez,70,145,71,14,2,0,16,0.875,male,1.014285714
Darren,Elkins,70,145,71,25,8,0,33,0.757575758,male,1.014285714
Cody,Gibson,70,135,71,12,6,0,18,0.666666667,male,1.014285714
Jason,Knight,70,145,71,20,6,0,26,0.769230769,male,1.014285714
Alan,Omer,70,145,71,18,5,0,23,0.782608696,male,1.014285714
Akitoshi,Tamura,69,135,70,16,11,2,29,0.586206897,male,1.014492754
Will,Campuzano,69,125,70,13,6,0,19,0.684210526,male,1.014492754
Marcos,Vinicius,69,125,70,20,6,1,27,0.759259259,male,1.014492754
Thiago,Alves,69,170,70,28,14,0,42,0.666666667,male,1.014492754
Olivier,Aubin-Mercier,69,155,70,12,5,0,17,0.705882353,male,1.014492754
Ryo,Chonan,69,170,70,20,12,0,32,0.625,male,1.014492754
Rob,Emerson,69,155,70,11,10,0,21,0.523809524,male,1.014492754
Efrain,Escudero,69,155,70,25,11,0,36,0.694444444,male,1.014492754
Damir,Hadzovic,69,155,70,13,5,0,18,0.722222222,male,1.014492754
Benson,Henderson,69,170,70,23,5,0,28,0.821428571,male,1.014492754
Roger,Huerta,69,155,70,21,5,1,27,0.796296296,male,1.014492754
Paul,Kelly,69,155,70,12,4,0,16,0.75,male,1.014492754
Drakkar,Klose,69,155,70,11,1,1,13,0.884615385,male,1.014492754
Marcus,LeVesseur,69,155,70,22,7,0,29,0.75862069,male,1.014492754
Rashid,Magomedov,69,155,70,20,2,0,22,0.909090909,male,1.014492754
Gray,Maynard,69,155,70,14,8,1,23,0.630434783,male,1.014492754
Thiago,Moises,69,155,70,12,4,0,16,0.75,male,1.014492754
Shane,Nelson,69,155,70,15,5,0,20,0.75,male,1.014492754
BJ,Penn,69,155,70,16,14,2,32,0.53125,male,1.014492754
Sam,Stout,69,155,70,21,12,1,34,0.632352941,male,1.014492754
Francisco,Trevino,69,155,70,12,2,0,14,0.857142857,male,1.014492754
Francisco,Trinaldo,69,155,70,23,7,0,30,0.766666667,male,1.014492754
Martin,Buschkamp,69,145,70,9,0,0,9,1,male,1.014492754
Tiago,Trator,69,145,70,20,6,2,28,0.75,male,1.014492754
Eduardo,Garagorri,69,145,70,13,0,0,13,1,male,1.014492754
Kron,Gracie,69,145,70,5,1,0,6,0.833333333,male,1.014492754
Michael,McDonald,69,135,70,17,4,0,21,0.80952381,male,1.014492754
Bart,Palaszewski,69,145,70,35,17,0,52,0.673076923,male,1.014492754
Aaron,Phillips,69,135,70,8,2,0,10,0.8,male,1.014492754
Sean,Soriano,69,145,70,8,3,0,11,0.727272727,male,1.014492754
Andre,Soukhamthath,69,135,70,13,8,0,21,0.619047619,male,1.014492754
Mads,Burnell,68,145,69,9,3,0,12,0.75,male,1.014705882
Raulian,Paiva,68,125,69,18,3,0,21,0.857142857,male,1.014705882
Yosdenis,Cedeno,68,155,69,10,5,1,16,0.65625,male,1.014705882
Hacran,Dias,68,155,69,23,6,1,30,0.783333333,male,1.014705882
Ross,Pearson,68,155,69,22,16,0,38,0.578947368,male,1.014705882
Aaron,Riley,68,155,69,29,14,1,44,0.670454545,male,1.014705882
Joaquim,Silva,68,155,69,11,3,0,14,0.785714286,male,1.014705882
Hunter,Azure,68,135,69,8,0,0,8,1,male,1.014705882
Marco,Beltran,68,125,69,8,7,0,15,0.533333333,male,1.014705882
Anthony,Birchak,68,135,69,13,3,0,16,0.8125,male,1.014705882
Byron,Bloodworth,68,135,69,6,3,0,9,0.666666667,male,1.014705882
Henry,Briones,68,135,69,19,8,1,28,0.696428571,male,1.014705882
Felipe,Colares,68,135,69,9,1,0,10,0.9,male,1.014705882
LC,Davis,68,135,69,17,4,0,21,0.80952381,male,1.014705882
Rolando,Dy,68,145,69,9,7,1,17,0.558823529,male,1.014705882
Davey,Grant,68,135,69,10,4,0,14,0.714285714,male,1.014705882
Shane,Howell,68,125,69,13,9,0,22,0.590909091,male,1.014705882
Christian,Ocon,68,135,69,4,1,0,5,0.8,male,1.014705882
Andy,Ogle,68,145,69,9,6,0,15,0.6,male,1.014705882
Brian,Ortega,68,145,69,14,1,0,15,0.933333333,male,1.014705882
Jose,Quinonez,68,135,69,9,3,0,12,0.75,male,1.014705882
Diego,Rivas,68,145,69,7,2,0,9,0.777777778,male,1.014705882
Pat,Schilling,68,145,69,5,2,0,7,0.714285714,male,1.014705882
Yoshiro,Maeda,67,139,68,28,12,2,42,0.69047619,male,1.014925373
Grigorii,Popov,67,135,68,13,2,0,15,0.866666667,male,1.014925373
Diego,Brandao,67,145,68,24,11,0,35,0.685714286,male,1.014925373
Thiago,Tavares,67,145,68,24,7,1,32,0.765625,male,1.014925373
Akihiro,Gono,67,170,68,32,16,7,55,0.645454545,male,1.014925373
Henry,Martinez,67,155,68,9,3,0,12,0.75,male,1.014925373
Tom,Duquesnoy,67,135,68,16,2,0,18,0.888888889,male,1.014925373
Luis,Gomez,67,145,68,4,1,0,5,0.8,male,1.014925373
CJ,Hamilton,67,125,68,11,4,0,15,0.733333333,male,1.014925373
Jeff,Hougland,67,135,68,10,6,0,16,0.625,male,1.014925373
Yves,Jabouin,67,135,68,20,11,0,31,0.64516129,male,1.014925373
Chris,Kelades,67,125,68,9,3,0,12,0.75,male,1.014925373
Casey,Kenney,67,135,68,13,1,1,15,0.9,male,1.014925373
Pietro,Menga,67,125,68,13,0,0,13,1,male,1.014925373
Tyson,Nam,67,125,68,18,10,1,29,0.637931034,male,1.014925373
Nick,Pace,67,135,68,6,3,0,9,0.666666667,male,1.014925373
Matt,Sayles,67,145,68,8,2,0,10,0.8,male,1.014925373
Douglas,Silva de Andrade,67,135,68,25,3,0,28,0.892857143,male,1.014925373
Lazar,Stojadinovic,67,145,68,12,5,0,17,0.705882353,male,1.014925373
Mike,Wilkinson,67,145,68,9,2,0,11,0.818181818,male,1.014925373
Askar,Askarov,66,125,67,10,0,1,11,0.954545455,male,1.015151515
Hugo,Viana,66,135,67,8,4,0,12,0.666666667,male,1.015151515
Rani,Yahya,66,135,67,26,10,0,36,0.722222222,male,1.015151515
Michel,Prazeres,66,170,67,26,3,0,29,0.896551724,male,1.015151515
Sean,Sherk,66,155,67,36,4,1,41,0.890243902,male,1.015151515
Jon,Delos Reyes,66,125,67,8,5,0,13,0.615384615,male,1.015151515
TJ,Dillashaw,66,125,67,17,4,0,21,0.80952381,male,1.015151515
Urijah,Faber,66,135,67,35,10,0,45,0.777777778,male,1.015151515
John,Franchi,66,145,67,6,2,0,8,0.75,male,1.015151515
Danny,Martinez,66,125,67,18,7,0,25,0.72,male,1.015151515
Ashkan,Mokhtarian,66,125,67,13,3,0,16,0.8125,male,1.015151515
Darrell,Montague,66,125,67,13,5,0,18,0.722222222,male,1.015151515
Marlon,Moraes,66,135,67,22,6,1,29,0.775862069,male,1.015151515
Diego,Nunes,66,145,67,18,4,0,22,0.818181818,male,1.015151515
Alejandro,Perez,66,135,67,22,8,1,31,0.725806452,male,1.015151515
Luke,Sanders,66,135,67,13,3,0,16,0.8125,male,1.015151515
Coty,Wheeler,66,135,67,14,4,0,18,0.777777778,male,1.015151515
Heili,Alateng,65,135,66,13,7,1,21,0.642857143,male,1.015384615
Geane,Herrera,65,125,66,9,3,0,12,0.75,male,1.015384615
Kyoji,Horiguchi,65,125,66,18,2,0,20,0.9,male,1.015384615
Sirwan,Kakai,65,135,66,12,3,0,15,0.8,male,1.015384615
Iliarde,Santos,65,125,66,27,9,1,37,0.743243243,male,1.015384615
Shunichi,Shimizu,65,135,66,28,9,10,47,0.70212766,male,1.015384615
Raphael,Assuncao,65,135,66,27,7,0,34,0.794117647,male,1.015384615
Josh,Ferguson,65,125,66,7,5,0,12,0.583333333,male,1.015384615
Scott,Jorgensen,65,135,66,15,12,0,27,0.555555556,male,1.015384615
Rodolfo,Rubio,65,145,66,12,8,1,21,0.595238095,male,1.015384615
Joseph,Benavidez,64,125,65,28,5,0,33,0.848484848,male,1.015625
Ali,Bagautinov,64,125,65,14,5,0,19,0.736842105,male,1.015625
Wilson,Reis,64,125,65,23,10,0,33,0.696969697,male,1.015625
Roldan,Sangcha-an,64,125,65,4,2,0,6,0.666666667,male,1.015625
Bruno,Silva,64,135,65,11,4,1,16,0.71875,male,1.015625
Jose,Torres,64,125,65,8,1,0,9,0.888888889,male,1.015625
Charlie,Valencia,63,135,64,12,7,0,19,0.631578947,male,1.015873016
Sean,McCorkle,79,265,81,13,2,0,15,0.866666667,male,1.025316456
Austen,Lane,78,245,80,4,1,0,5,0.8,male,1.025641026
Ednaldo,Oliveira,77,205,79,13,2,1,16,0.84375,male,1.025974026
Magnus,Cedenblad,77,185,79,14,5,0,19,0.736842105,male,1.025974026
Alexander,Gustafsson,77,205,79,18,6,0,24,0.75,male,1.025974026
Ryan,Spann,77,205,79,17,5,0,22,0.772727273,male,1.025974026
Shawn,Teed,77,265,79,5,1,0,6,0.833333333,male,1.025974026
Da Un,Jung,76,205,78,12,2,0,14,0.857142857,male,1.026315789
Tamdan,McCrory,76,185,78,14,5,0,19,0.736842105,male,1.026315789
Jairzinho,Rozenstruik,76,242,78,8,0,0,8,1,male,1.026315789
Stephan,Bonnar,76,205,78,17,8,0,25,0.68,male,1.026315789
Antoni,Hardonk,76,245,78,8,6,0,14,0.571428571,male,1.026315789
Heath,Herring,76,250,78,28,14,0,42,0.666666667,male,1.026315789
Dustin,Jacoby,76,185,78,6,3,0,9,0.666666667,male,1.026315789
Aleksandar,Rakic,76,205,78,12,1,0,13,0.923076923,male,1.026315789
Aaron,Rosa,76,205,78,17,5,0,22,0.772727273,male,1.026315789
Ben,Rothwell,76,265,78,36,12,0,48,0.75,male,1.026315789
